tconst,originalTitle,year,genres,runtime,localised_title,averageRating,numVotes,overview,poster_path,production_countries,Actors,Directors,Writers,overview_fr
tt0074156,Assault on Precinct 13,1976,"Action, Thriller, Crime",91,Assaut,7.3,57417,The lone inhabitants of an abandoned police station are under attack by the overwhelming numbers of a seemingly unstoppable street gang.,/3PlUJaWvR0Nr261rqsI6XvaKM4T.jpg,US,"Tony Burton, Marc Ross, Martin West, Charles Cyphers, John J. Fox, Laurie Zimmer, Austin Stoker, Darwin Joston, Nancy Kyes, Peter Bruni",John Carpenter,['John Carpenter'],Les habitants isolés d'un poste de police abandonné sont attaqués par le nombre écrasant d'un gang de rue apparemment inarrêtable.
tt0074174,The Bad News Bears,1976,"Drama, Family, Comedy",102,La chouette équipe,7.3,25814,"An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league.",/kJNXMni0ObOXLth6v9xpUhWbtrp.jpg,US,"Joyce Van Patten, Tatum ONeal, Chris Barnes, Vic Morrow, Alfred Lutter III, Jackie Earle Haley, Erin Blunt, Walter Matthau, Ben Piazza, Gary Lee Cavagnaro",Michael Ritchie,['Bill Lancaster'],Un ancien ligueur mineur vieillissant et à la baisse entraîne une équipe d'inadaptés dans une petite ligue californienne ultra-compétitive.
tt0074235,Bound for Glory,1976,"Music, Biography, Drama",147,En route pour la gloire,7.2,5716,"A biography of Woody Guthrie, one of America's greatest folk singers. He left his dust-devastated Texas home in the 1930s to find work, discovering the suffering and strength of America's working class.",/wMSR2CSPruCPkZDEQ5xjv5xqc05.jpg,US,"Elizabeth Macey, Gail Strickland, Ji-Tu Cumbuka, Melinda Dillon, Ronny Cox, Randy Quaid, David Carradine, John Lehne, Susan Vaill, Sarah Vaill",Hal Ashby,"['Woody Guthrie', 'Robert Getchell']","Une biographie de Woody Guthrie, l'un des plus grands chanteurs folk d'Amérique. Il a quitté sa maison du Texas dévastée par la poussière dans les années 1930 pour trouver du travail, découvrant la souffrance et la force de la classe ouvrière américaine."
tt0074252,"Brutti, sporchi e cattivi",1976,"Drama, Comedy",115,"Affreux, sales et méchants",7.7,9315,"Giacinto lives with his wife, their ten children and various other family members in a shack on the hills of Rome. Some time ago he has lost his left eye while at work, and got a consistent sum of money from the insurance company, which he keeps hidden from the rest of the family. His whole life is now based on defending the money he sees as his own, while the rest of the family tries to kill him.",/fnq2BD4VKESBTT0kNf8JTPk1Myo.jpg,IT,"Giancarlo Fanelli, Marco Marsili, Maria Bosco, Marina Fasoli, Giselda Castrini, Francesco Anniballi, Alfredo DIppolito, Ettore Garofolo, Nino Manfredi, Franco Merli",Ettore Scola,"['Ettore Scola', 'Ruggero Maccari']","Giacinto vit avec sa femme, leurs dix enfants et divers autres membres de la famille dans une cabane sur les collines de Rome. Il y a quelque temps, il a perdu l'œil gauche au travail, et a obtenu une somme d'argent constante de la compagnie d'assurance, qu'il garde cachée au reste de la famille. Sa vie entière est maintenant basée sur la défense de l'argent qu'il voit comme le sien, tandis que le reste de la famille essaie de le tuer."
tt0074262,Cadaveri eccellenti,1976,"Mystery, Thriller, Crime",120,Cadavres exquis,7.3,2886,A detective is assigned to investigate the mysterious murders of some Supreme Court judges.,/ue4OgtZ9pUvthCNH9h3vK2xeNqL.jpg,"FR, IT","Marcel Bozzuffi, Paolo Bonacelli, Paolo Graziosi, Alain Cuny, Luigi Pistilli, Tina Aumont, Tino Carraro, Renato Salvatori, Maria Carta, Lino Ventura",Francesco Rosi,"['Lino Iannuzzi', 'Tonino Guerra', 'Francesco Rosi', 'Leonardo Sciascia']",Un détective est chargé d'enquêter sur les meurtres mystérieux de certains juges de la Cour suprême.
tt0074285,Carrie,1976,"Horror, Mystery",98,Carrie,7.4,214928,"Carrie White, a shy and troubled teenage girl who is tormented by her high school peers and her fanatically religious mother, begins to use her powers of telekinesis to exact revenge upon them.",/uc3OvgmbnYaS5Y0BOjSmC1EmSz1.jpg,US,"Priscilla Pointer, John Travolta, Piper Laurie, P.J. Soles, William Katt, Sissy Spacek, Sydney Lassick, Amy Irving, Betty Buckley, Nancy Allen",Brian De Palma,"['Stephen King', 'Lawrence D. Cohen']","Carrie White, une adolescente timide et troublée qui est tourmentée par ses camarades de lycée et sa mère fanatiquement religieuse, commence à utiliser ses pouvoirs de télékinésie pour se venger d'eux."
tt0074287,La casa dalle finestre che ridono,1976,"Horror, Thriller, Mystery",110,La porte de l'enfer,7.0,6272,"A young restorer is commissioned to save a fresco representing the suffering of St. Sebastiano, which was painted on the wall of a local church by a mysterious, long-dead artist.",/zBUJ8pXxnaTalLoX8ElFIxdeAVk.jpg,IT,"Giulio Pizzirani, Ines Ciaschetti, Bob Tonelli, Francesca Marciano, Gianni Cavina, Ferdinando Orlandi, Lino Capolicchio, Pietro Brambilla, Andrea Matteuzzi, Vanna Busoni",Pupi Avati,"['Gianni Cavina', 'Antonio Avati', 'Maurizio Costanzo', 'Pupi Avati']","Un jeune restaurateur est chargé de sauver une fresque représentant la souffrance de Saint-Sébastien, peinte sur le mur d'une église locale par un mystérieux artiste mort-vivant."
tt0074291,Il Casanova di Federico Fellini,1976,"History, Biography, Drama",155,Le Casanova de Fellini,7.0,8953,"Casanova is a libertine, collecting seductions and sexual feats. But he is really interested in someone, and is he really an interesting person? Is he really alive?",/ajeBLGnnwhOYxEQi0N7I2uyDQhF.jpg,IT,"Cicely Browne, Tina Aumont, Olimpia Carlisi, Carmen Scarpitta, Margareth Clémenti, Clara Algranti, Chesty Morgan, Daniela Gatti, Silvana Fusacchia, Donald Sutherland",Federico Fellini,"['Giacomo Casanova', 'Bernardino Zapponi', 'Federico Fellini']","Casanova est une libertine, recueillant séductions et exploits sexuels. Mais il est vraiment intéressé par quelqu'un, et est-il vraiment une personne intéressante? Est-il vraiment vivant?"
tt0074312,Chinesisches Roulette,1976,"Drama, Thriller",86,Roulette chinoise,7.2,4847,"A husband and wife lie to each other about their weekend travel plans, only to both show up at the family's country house with their lovers.",/bVklYRb78Oh4ZVEsqPadfTP76rp.jpg,"DE, FR","Andrea Schober, Volker Spengler, Brigitte Mira, Armin Meier, Margit Carstensen, Alexander Allerson, Macha Méril, Anna Karina, Roland Henschke, Ulli Lommel",Rainer Werner Fassbinder,['Rainer Werner Fassbinder'],"Un mari et une femme se mentent l'un à propos de leurs plans de voyage de week-end, seulement pour les deux se présenter à la maison de campagne de la famille avec leurs amants."
tt0074360,Cría cuervos,1976,Drama,105,Cría cuervos,7.9,11685,"In Carlos Saura’s exquisite Cría cuervos…, Ana Torrent portrays the disturbed eight-year-old Ana, living in Madrid with her two sisters and mourning the death of her mother, whom she conjures as a ghost (an ethereal Geraldine Chaplin).",/diJx8NUTPoFOHwbhXEeHOsjVxLL.jpg,ES,"Mirta Miller, Mayte Sanchez, Germán Cobos, Ana Torrent, Geraldine Chaplin, Conchita Pérez, Florinda Chico, Josefina Díaz, Héctor Alterio, Mónica Randall",Carlos Saura,['Carlos Saura'],"Dans l'exquise Cría cuervos de Carlos Saura, Ana Torrent dépeint Ana, âgée de huit ans, qui vit à Madrid avec ses deux sœurs et pleure la mort de sa mère, qu'elle évoque comme un fantôme (une éthérée Geraldine Chaplin)."
tt0074400,Il deserto dei tartari,1976,"History, Drama, War",140,Le désert des Tartares,7.5,2732,Lieutenant Giovanni Drogo is assigned to the old Bastiani border fortress where he expects an imminent attack by nomadic fearsome Tartars.,/1lI9X3glfOcXgr9AzMEm2LdydAJ.jpg,"DE, FR, IT","Jacques Perrin, Vittorio Gassman, Francisco Rabal, Philippe Noiret, Max von Sydow, Laurent Terzieff, Fernando Rey, Giuliano Gemma, Jean-Louis Trintignant, Helmut Griem",Valerio Zurlini,"['Dino Buzzati', 'André G. Brunelin', 'Jean-Louis Bertuccelli', 'Valerio Zurlini']",Le lieutenant Giovanni Drogo est affecté à la vieille forteresse frontalière de Bastiani où il s'attend à une attaque imminente par des Tartares nomades redoutables.
tt0074442,I due superpiedi quasi piatti,1977,"Action, Adventure, Comedy",98,Deux super-flics !,7.1,13187,An attempted robbery turns to be an unexpected recruitment when two unemployed men mistakenly break into a police office instead of a store.,/z35E0qY8wkkSPIBT5ptQAyWvr8k.jpg,IT,"Terence Hill, Bud Spencer, Luigi Casellato, April Clough, Edy Biagetti, Luciano Rossi, David Huddleston, Luciano Catenacci, Jill Flanter, Ezio Marano",Enzo Barboni,['Enzo Barboni'],Une tentative de vol s'avère être un recrutement inattendu lorsque deux chômeurs entrent par erreur dans un bureau de police au lieu d'un magasin.
tt0074486,Eraserhead,1977,"Fantasy, Horror",89,Labyrinth Man,7.3,131315,"First time father Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child.",/fjq2xZvWWKZJtg8FGNHXdbVoAAf.jpg,US,"Allen Joseph, Jack Fisk, Jeanne Bates, Charlotte Stewart, Thomas Coulson, Jack Nance, Laurel Near, Jean Lange, Judith Roberts, V. Phipps-Wilson",David Lynch,['David Lynch'],"Pour la première fois, le père Henry Spencer tente de survivre à son environnement industriel, à sa petite amie en colère et aux cris insupportables de son enfant mutant nouvellement né."
tt0074520,Febbre da cavallo,1976,Comedy,94,Les arnaqueurs,7.3,2316,"Bruno Fioretti, known as ""Mandrake"", is an inveterate gambler who never misses a day at the horse racing track in Rome. He is doubly unlucky: he bets too much on one horse, and his wife is sleeping with his best friend because Mandrake is always at the track. Penniless and cuckolded, Mandrake decides to make one last bet.",/84oeT5mvFd1xbzrSQZ3zloXuxo1.jpg,IT,"Gigi Ballista, Ennio Antonelli, Francesco De Rosa, Nikki Gentile, Catherine Spaak, Enrico Montesano, Mario Carotenuto, Adolfo Celi, Maria Teresa Albani, Gigi Proietti",Steno,"['Steno', 'Massimo Patrizi', 'Alfredo Giannetti', 'Enrico Vanzina']","Bruno Fioretti, connu sous le nom de ""Mandrake"", est un joueur invétéré qui ne rate jamais une journée sur la piste de course de chevaux à Rome. Il est doublement malchanceux: il parie trop sur un cheval, et sa femme couche avec son meilleur ami parce que Mandrake est toujours sur la piste."
tt0074554,The Front,1976,Drama,95,Le prête-nom,7.3,9826,"A cashier poses as a writer for blacklisted talents to submit their work through, but the injustice around him pushes him to take a stand.",/3h39YWLBuFd4SGi2eqNazEQlPv7.jpg,US,"Remak Ramsay, Zero Mostel, Joshua Shelley, Andrea Marcovicci, Michael Murphy, Woody Allen, David Margulies, Lloyd Gough, Marvin Lichterman, Herschel Bernardi",Martin Ritt,['Walter Bernstein'],"Un caissier pose comme un écrivain pour les talents sur la liste noire pour soumettre leur travail à travers, mais l'injustice autour de lui le pousse à prendre position."
tt0074686,L'innocente,1976,"Romance, Drama",112,L'innocent,7.4,4436,"Tullio Hermil is a chauvinist aristocrat who flaunts his mistress to his wife, but when he believes she has been unfaithful he becomes enamored of her again.",/cOSq7obLSE1r08joN7dWpDmSTC1.jpg,"FR, IT","Didier Haudepin, Jennifer ONeill, Marie Dubois, Laura Antonelli, Rina Morelli, Marc Porel, Giancarlo Giannini, Claude Mann, Roberta Paladini, Massimo Girotti",Luchino Visconti,"[""Gabriele D'Annunzio"", 'Luchino Visconti', ""Suso Cecchi D'Amico"", 'Enrico Medioli']","Tullio Hermil est un aristocrate chauviniste qui expose sa maîtresse à sa femme, mais lorsqu'il croit qu'elle a été infidèle, il devient à nouveau enthousiasmé d'elle."
tt0074695,Cross of Iron,1977,"Drama, War",119,Croix de fer,7.4,29951,"It is 1943, and the German army—ravaged and demoralised—is hastily retreating from the Russian front. In the midst of the madness, conflict brews between the aristocratic yet ultimately pusillanimous Captain Stransky and the courageous Corporal Steiner. Stransky is the only man who believes that the Third Reich is still vastly superior to the Russian army. However, within his pompous persona lies a quivering coward who longs for the Iron Cross so that he can return to Berlin a hero. Steiner, on the other hand is cynical, defiantly non-conformist and more concerned with the safety of his own men rather than the horde of military decorations offered to him by his superiors.",/fR6pqh5aFn0fawsn7sR2zC15swx.jpg,"DE, GB","Fred Stillkrauth, James Mason, Klaus Löwitsch, Dieter Schidor, Vadim Glowna, Roger Fritz, James Coburn, Burkhard Driest, Maximilian Schell, David Warner",Sam Peckinpah,"['James Hamilton', 'Willi Heinrich', 'Julius J. Epstein', 'Walter Kelley']","C'est en 1943, et l'armée allemande, ravagée et démoralisée, se retire hâtivement du front russe. Au milieu de la folie, le conflit entre le capitaine Stransky, mais finalement pusillanime, et le courageux caporal Steiner. Stransky est le seul homme qui croit que le Troisième Reich est encore largement supérieur à l'armée russe. Cependant, dans son personnage pompeux se trouve un lâche qui aspire à la croix de fer pour qu'il puisse retourner à Berlin un héros. Steiner, d'autre part, est cynique, défiant et plus soucieux de la sécurité de ses propres hommes plutôt que de la horde des décorations militaires qui lui sont offertes par ses supérieurs."
tt0074720,Le jouet,1976,"Drama, Comedy",95,Le Jouet,7.4,6589,"When Francois, a journalist, tours a big store for an article, he is chosen by the son of the newspaper's owner, Rambal-Cochet, as his new toy. Needing money and unwilling to quit his job, Francois agrees to this ridiculous assignment. Gradually befriending the spoiled boy, he induces him to play at making a newspaper, unveiling publicly the tyrannical way of life of the father. The powerful emotional climax we experience with the child astonishes both men.",/o4X5KTSqAvelfw49Gx5BZDUEYCm.jpg,FR,"Michel Robin, Daniel Ceccaldi, Pierre Richard, Gérard Jugnot, Charles Gérard, Suzy Dyson, Jacques François, Michel Bouquet, Fabrice Greco, Michel Aumont",Francis Veber,['Francis Veber'],"Quand Francois, journaliste, visite un grand magasin pour un article, il est choisi par le fils du propriétaire du journal, Rambal-Cochet, comme son nouveau jouet. Nécessitant de l'argent et ne voulant pas quitter son travail, Francois accepte cette tâche ridicule. Peu à peu en se louant d'amitié avec le garçon gâté, il l'incite à jouer à la rédaction d'un journal, révélant publiquement le mode de vie tyrannique du père."
tt0074740,Keoma,1976,"Drama, Western",105,Règlements de comptes à Blackstone,7.0,6389,"Half-breed Keoma returns to his border hometown after service in the Civil War and finds it under the control of Caldwell, an ex-Confederate raider, and his vicious gang of thugs. To make matters worse, Keoma's three half-brothers have joined forces with Caldwell, and make it painfully clear that his return is an unwelcome one. Determined to break Caldwell and his brothers' grip on the town, Keoma partners with his father's former ranch hand to exact violent revenge.",/ilaq6KgSJ9shK3udKZmSTBqHNmd.jpg,IT,"Orso Maria Guerrini, Wolfango Soldati, Gabriella Giacobbe, Franco Nero, Olga Karlatos, Joshua Sinclair, Leonardo Scavino, Antonio Marsina, Donald OBrien, William Berger",Enzo G. Castellari,"['George Eastman', 'Mino Roli', 'Enzo G. Castellari', 'Nico Ducci']","Keoma demi-sang revient dans sa ville frontalière après le service dans la guerre civile et la trouve sous le contrôle de Caldwell, un ancien raideur de la Confédération, et son gang vicieux de voyous. Pour aggraver les choses, les trois demi-frères de Keoma ont uni leurs forces avec Caldwell, et il est douloureusement clair que son retour est un malvenu. Déterminé à briser Caldwell et la prise de ses frères sur la ville, Keoma s'associe à l'ancienne main de ranch de son père pour se venger avec violence."
tt0074749,The Killing of a Chinese Bookie,1976,"Thriller, Drama, Crime",135,Meurtre d'un bookmaker chinois,7.3,15303,"Cosmo Vittelli, the proprietor of a sleazy, low-rent Hollywood cabaret, has a real affection for the women who strip in his peepshows and the staff who keep up his dingy establishment. He also has a major gambling problem that has gotten him in trouble before. When Cosmo loses big-time at an underground casino run by mobster Mort, he isn't able to pay up. Mort then offers Cosmo the chance to pay back his debt by knocking off a pesky, Mafia-protected bookie.",/clQgmbmBOxvA2NepvijoL7YUCvr.jpg,US,"Virginia Carrington, Ben Gazzara, Robert Phillips, Meade Roberts, Morgan Woodward, John Kullers, Al Ruban, Seymour Cassel, Azizi Johari, Timothy Carey",John Cassavetes,['John Cassavetes'],"Cosmo Vittelli, le propriétaire d'un cabaret hollywoodien à faible loyer, a une réelle affection pour les femmes qui strip-teaseuses dans ses peepshows et le personnel qui maintient son établissement dingy. Il a également un problème majeur de jeu qui lui a déjà causé des ennuis. Quand Cosmo perd beaucoup de temps dans un casino souterrain dirigé par Mobster Mort, il n'est pas en mesure de payer. Mort offre alors à Cosmo la chance de rembourser sa dette en frappant un bookmaker protégé par la mafia."
tt0074806,The Little Girl Who Lives Down the Lane,1976,"Horror, Drama, Mystery",91,La petite fille au bout du chemin,7.0,18723,"Quiet, withdrawn 13-year-old Rynn Jacobs lives peacefully in her home in a New England beach town. Whenever the prying landlady inquires after Rynn's father, she politely claims that he's in the city on business. But when the landlady's creepy and increasingly persistent son, Frank, won't leave Rynn alone, she teams up with kindly neighbor boy Mario to maintain the dark family secret that she's been keeping to herself.",/lkKmgF5Z4app9E9svOtTQh3DpNs.jpg,"FR, CA","Mary Morter, Scott Jacoby, Martin Sheen, Jodie Foster, Hubert Noël, Jacques Famery, Alexis Smith, Dorothy Davis, Clesson Goodhue, Mort Shuman",Nicolas Gessner,['Laird Koenig'],"Rynn Jacobs, âgée de 13 ans, vit paisiblement chez elle dans une ville de plage de la Nouvelle-Angleterre. Chaque fois que la propriétaire s'enquiert du père de Rynn, elle prétend poliment qu'il est dans la ville pour affaires. Mais quand le fils effrayant et de plus en plus persistant de la propriétaire, Frank, ne laissera pas Rynn seule, elle s'associe avec le gentil voisin Mario pour garder le sombre secret familial qu'elle garde pour elle-même."
tt0074811,Le locataire,1976,"Drama, Thriller",126,Le Locataire,7.5,48922,A quiet and inconspicuous man rents an apartment in France where he finds himself drawn into a rabbit hole of dangerous paranoia.,/4Qhzb1ICFMqE3isWoln497qSH7n.jpg,FR,"Romain Bouteille, Bernard Fresson, Isabelle Adjani, Roman Polanski, Claude Piéplu, Jo Van Fleet, Claude Dauphin, Lila Kedrova, Melvyn Douglas, Rufus",Roman Polanski,"['Roland Topor', 'Roman Polanski', 'Gérard Brach']",Un homme calme et discret loue un appartement en France où il se trouve attiré dans un trou de lapin de dangereuse paranoïa.
tt0074857,Mannen på taket,1976,"Action, Drama, Crime",112,Un flic sur le toit,7.2,5246,"Stockholm policeman Martin Beck is called in to investigate the murder of a fellow officer. Beck and his partner, Einar Ronn, soon discover that the murdered policeman was well known to his colleagues for his excessive brutality, though his misdeeds were never reported to higher authorities. As they pursue their investigation, a sniper climbs to a roof in downtown Stockholm and starts firing at every uniformed officer he sees.",/5qFlUGPLD1BQEuNc3oSOI6ZC8WH.jpg,SE,"Carl-Gustaf Lindstedt, Sven Wollter, Harald Hamrell, Carl-Axel Heiknert, Birgitta Valberg, Thomas Hellberg, Gus Dahlström, Ingvar Hirdwall, Håkan Serner, Bellan Roos",Bo Widerberg,"['Maj Sjöwall', 'Bo Widerberg', 'Per Wahlöö']","Le policier de Stockholm Martin Beck est appelé pour enquêter sur le meurtre d'un collègue. Beck et son partenaire, Einar Ronn, découvrent bientôt que le policier assassiné était bien connu de ses collègues pour sa brutalité excessive, bien que ses méfaits n'aient jamais été signalés aux autorités supérieures."
tt0074860,Marathon Man,1976,"Thriller, Drama, Crime",125,Marathon Man,7.4,71713,"A graduate student and obsessive runner in New York is drawn into a mysterious plot involving his brother, a member of the secretive Division.",/uPNgubSiri2yvBQRPtP77ViYjN.jpg,US,"Allen Joseph, Laurence Olivier, Tito Goya, Marc Lawrence, Dustin Hoffman, Fritz Weaver, William Devane, Richard Bright, Roy Scheider, Marthe Keller",John Schlesinger,['William Goldman'],"Un étudiant diplômé et un coureur obsessif à New York est attiré dans un complot mystérieux impliquant son frère, un membre de la division secrète."
tt0074870,Die Marquise von O...,1976,"History, Drama",102,La marquise d'O...,7.0,3109,A German Marquise has to deal with a pregnancy she cannot explain and an infatuated Russian Count.,/9jWa93WSu6cUUDxjRrVB5XS63Y0.jpg,"DE, FR","Edith Clever, Peter Lühr, Hesso Huber, Otto Sander, Erich Schachinger, Edda Seippel, Bruno Ganz, Ruth Drexel, Bernhard Frey, Eduard Linkers",Éric Rohmer,"['Éric Rohmer', 'Heinrich von Kleist']",Une marquise allemande doit faire face à une grossesse qu'elle ne peut pas expliquer et un comte russe enflammé.
tt0074896,The Message,1976,"History, Biography, Drama",177,Le message,8.1,51704,Handsomely-mounted historical epic concerns the birth of the Islamic faith and the story of the prophet Mohammed.,/qVCBMg4ZuLPnWhIWJHD9IP4nIuY.jpg,"GB, KW, LY, LB, SA, MA","Martin Benson, Damien Thomas, André Morell, Michael Forest, Johnny Sekka, Anthony Quinn, Robert Brown, Michael Ansara, Garrick Hagon, Irene Papas",Moustapha Akkad,"['A.B. Jawdat El-Sahhar', 'H.A.L. Craig', 'Tewfik El-Hakim', 'A.B. Rahman El-Sharkawi']",L'épopée historique qui se dresse à la main concerne la naissance de la foi islamique et l'histoire du prophète Mohammed.
tt0074901,Mikey and Nicky,1976,"Drama, Crime",106,Mikey et Nicky,7.3,7807,"In Philadelphia, a small-time bookie who stole mob money is in hiding and he begs a childhood friend to help him evade the hit-man who's on his trail.",/milD3gyRK2lE2U8HJ5hMHih3CzN.jpg,US,"Joyce Van Patten, Rose Arrick, Sanford Meisner, M. Emmet Walsh, William Hickey, Carol Grace, John Cassavetes, Sy Travers, Peter Falk, Ned Beatty",Elaine May,['Elaine May'],"À Philadelphie, un petit bookmaker qui a volé de l'argent de la mafia se cache et il supplie un ami d'enfance de l'aider à échapper au tueur qui est sur sa piste."
tt0074916,Mr. Klein,1976,"Mystery, Drama, Crime",123,Monsieur Klein,7.5,9754,"Paris, France, 1942, during the Nazi occupation. Robert Klein, a successful art dealer who benefits from the misfortunes of those who are ruthlessly persecuted, discovers by chance that there is another Robert Klein, apparently a Jewish man; someone with whom he could be mistakenly identified, something dangerous in such harsh times.",/6FRa43WgyhIXzMYLO3yxDb0OY6O.jpg,"IT, FR","Jean Bouise, Jeanne Moreau, Francine Bergé, Suzanne Flon, Michael Lonsdale, Juliet Berto, Massimo Girotti, Roland Bertin, Alain Delon, Michel Aumont",Joseph Losey,"['Franco Solinas', 'Fernando Morandi']","Paris, France, 1942, pendant l'occupation nazie. Robert Klein, un marchand d'art prospère qui profite des malheurs de ceux qui sont impitoyablement persécutés, découvre par hasard qu'il y a un autre Robert Klein, apparemment juif ; quelqu'un avec qui on pourrait l'identifier par erreur, quelque chose de dangereux en des temps si durs."
tt0074937,Murder by Death,1976,"Mystery, Comedy, Crime",95,Un cadavre au dessert,7.3,43101,"Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler, a deaf-mute maid, screams, spinning rooms, secret passages, false identities and more plot turns and twists than are decently allowed.",/9HlvA3JUn0yuUvWUXJTfMJB1Vge.jpg,US,"Nancy Walker, David Niven, James Coco, Alec Guinness, Peter Sellers, Maggie Smith, Elsa Lanchester, Truman Capote, Eileen Brennan, Peter Falk",Robert Moore,['Neil Simon'],"Lionel Twain invite les cinq plus grands détectives du monde à un ""dîner et meurtre"". Inclus sont un majordome aveugle, une sourde-muette, des cris, des chambres tournantes, des passages secrets, de fausses identités et plus de tours et de rebondissements qu'on ne le permet décemment."
tt0074958,Network,1976,Drama,121,Network : Main basse sur la TV,8.1,174929,"When veteran anchorman Howard Beale is forced to retire his 25-year post because of his age, he announces to viewers that he will kill himself during his farewell broadcast. Network executives rethink their decision when his fanatical tirade results in a spike in ratings.",/qZomlHsaALUtkFeMDwdYmwS2Pbo.jpg,US,"Jordan Charney, Peter Finch, Robert Duvall, William Holden, Wesley Addy, Arthur Burghardt, Bill Burrows, John Carpenter, Faye Dunaway, Ned Beatty",Sidney Lumet,['Paddy Chayefsky'],"Lorsque le vétéran Howard Beale est contraint de quitter son poste de 25 ans en raison de son âge, il annonce aux téléspectateurs qu'il se tuera lors de sa diffusion d'adieu."
tt0074963,"Next Stop, Greenwich Village",1976,"Drama, Comedy",111,"Next Stop, Greenwich Village",7.0,2544,An aspiring Jewish actor moves out of his parents' Brooklyn apartment to seek his fortune in the bohemian life of Greenwich Village in 1953.,/9XHnTrzjvQigYTyf2T2iqwy6OoV.jpg,US,"Shelley Winters, Antonio Fargas, Mike Kellin, Lou Jacobi, Christopher Walken, Ellen Greene, Lois Smith, Michael Egan, Dori Brenner, Lenny Baker",Paul Mazursky,['Paul Mazursky'],Un aspirant acteur juif quitte l'appartement de ses parents à Brooklyn pour chercher fortune dans la vie bohème de Greenwich Village en 1953.
tt0075005,The Omen,1976,"Horror, Mystery",111,La Malédiction,7.5,139263,"Immediately after their miscarriage, the US diplomat Robert Thorn adopts the newborn Damien without the knowledge of his wife. Yet what he doesn’t know is that their new son is the son of the devil.",/p0LcWxOIoBx0MEZMn8tFcrvDXR1.jpg,"US, GB","Martin Benson, Patrick Troughton, Gregory Peck, John Stride, Harvey Stephens, Billie Whitelaw, Tommy Duggan, Robert Rietty, Lee Remick, David Warner",Richard Donner,['David Seltzer'],"Immédiatement après leur fausse couche, le diplomate américain Robert Thorn adopte le nouveau-né Damien à l'insu de sa femme. Pourtant, ce qu'il ne sait pas, c'est que leur nouveau fils est le fils du diable."
tt0075019,Operation: Daybreak,1975,"History, Drama, War",118,Sept hommes à l'aube,7.0,2431,"Czechoslovakia, 1942. Three brave Czech patriots risk everything to rid their country of its brutal Nazi leader, SS-General Reinhard Heydrich.",/rqO9bdpuv35G6f3mHESPvwwB99U.jpg,"BE, XC, US","Reinhard Kolldehoff, Timothy Bottoms, Nicola Pagett, Diana Coupland, Joss Ackland, Anton Diffring, Anthony Andrews, Carl Duering, Martin Shaw, George Sewell",Lewis Gilbert,"['Alan Burgess', 'Ronald Harwood']","Tchécoslovaquie, 1942. Trois courageux patriotes tchèques risquent tout pour débarrasser leur pays de son dirigeant nazi brutal, le SS-Général Reinhard Heydrich."
tt0075029,The Outlaw Josey Wales,1976,"Drama, Western",135,Josey Wales hors-la-loi,7.8,81913,"After avenging his family's brutal murder, Wales is pursued by a pack of soldiers. He prefers to travel alone, but ragtag outcasts are drawn to him - and Wales can't bring himself to leave them unprotected.",/92BZIFPbyCPNhExyFScxA3xF1dy.jpg,US,"John Vernon, Paula Trueman, Bill McKinney, Woodrow Parfrey, Joyce Jameson, Sam Bottoms, Geraldine Keams, Sondra Locke, Chief Dan George, Clint Eastwood",Clint Eastwood,"['Philip Kaufman', 'Forrest Carter', 'Sonia Chernus']","Après avoir vengé le meurtre brutal de sa famille, le pays de Galles est poursuivi par une meute de soldats. Il préfère voyager seul, mais les parias de ragtag sont attirés par lui - et le pays de Galles ne peut pas s'amener à les laisser sans protection."
tt0075040,Pasqualino Settebellezze,1975,"Drama, Comedy, War",116,Pasqualino,7.7,6670,"Pasqualino Frafuso, known in Naples as ""Pasqualino Seven Beauties"" is a petty thief who lives off of the profits of his seven sisters while claiming to protect their honor at any cost, Pasqualino is arrested for murder and later sent to fight in the army after committing sexual assault. The Germans capture him and he gets sent to a concentration camp where he plots to make his escape by seducing a German officer.",/i0ZLApe4mIQWopELhEPxOQziDBh.jpg,IT,"Elena Fiore, Enzo Vitale, Piero Di Iorio, Fernando Rey, Giancarlo Giannini, Shirley Stoler, Roberto Herlitzka, Bianca DOriglia, Ermelinda De Felice, Lucio Amelio",Lina Wertmüller,['Lina Wertmüller'],"Pasqualino Frafuso, connu à Naples sous le nom de ""Pasqualino Seven Beauties"" est un petit voleur qui vit des profits de ses sept sœurs tout en prétendant protéger leur honneur à tout prix, Pasqualino est arrêté pour meurtre et envoyé plus tard pour se battre dans l'armée après avoir commis une agression sexuelle."
